price,miles,fuel_type,exterior_color,interior_color,drivetrain,transmission,engine,model_name
14977,104855, E85 Flex Fuel, Oxford White, Medium Flint, RWD,Auto,V4,E350 Super Duty
13900,92900, Gasoline, Tuxedo Black Metallic, Medium Light Stone, FWD,Auto,V2,Edge
7995,121132, Gasoline, Black, Gray, Automatic 6-Speed,Auto,V4,Expedition
20719,11, Gasoline, Moondust Silver Metallic, Ebony Black, 4WD,Auto,V2,EcoSport
16520,2, Gasoline, Magnetic, Charcoal Black, FWD,Auto,V2,Focus
53661,23, Diesel, Shadow Black, Black, 4WD,Auto,V6,F-150
56585,19, Diesel, Shadow Black, Black, 4WD,Auto,V2,F-150
71395,104, Diesel, Magnetic, Black, 4WD,Auto,V2,F-250
8995,166744, Gasoline, Black, Black, 4X4,Auto,V4,Expedition
35112,12, Gasoline, Ingot Silver, Ebony, AWD,Auto,V2,Edge
26235,5, Gasoline, Shadow Black, Charcoal Black, Four Wheel Drive,Auto,V5,Escape
31178,5, Gasoline, Oxford White, Pewter, RWD,Auto,V2,Transit-150
28816,3, Gasoline, White Platinum Metallic Tri-Coat, Charcoal Black, Front Wheel Drive,Auto,V4,Escape
42000,3420, Gasoline, Magnetic, Medium Earth Gray, 4WD,Auto,V2,F-150
17543,2, Gasoline, Ingot Silver, Charcoal Black, FWD,Auto,V3,Focus
5550,143184, E85 Flex Fuel, Blue Candy Metallic, Charcoal Black, FWD,Auto,V2,Focus
20900,179671, Diesel, Red, Tan, Four Wheel Drive,Auto,V8,F-250
14790,46362, Gasoline, Oxford White, Medium Soft Ceramic, FWD,Auto,V4,Fusion
19029,13, E85 Flex Fuel, White Platinum Tri-Coat Metallic, Charcoal Black, FWD,Auto,V2,Focus
27998,30793, Gasoline, Gray, Black, AWD,Auto,V2,Edge
28045,5, Gasoline, Lightning Blue Metallic, Charcoal Black, 4WD,Auto,V4,Escape
35330,4, Gasoline, Ruby Red Metallic, Medium Stone, 4WD,Auto,V2,Explorer
10490,80713, Gasoline, Candy Red Metallic Tinted, Light stone, FWD,Auto,V3,Taurus
33500,45337, Gasoline, Ruby Red Metallic Tinted Clearcoat, Ebony, 4WD,Auto,V2,Expedition
35252,19124, Gasoline, Shadow Black, Ebony Black, 4WD,Auto,V2,Explorer
21854,5, E85 Flex Fuel, Shadow Black, Charcoal Black, FWD,Auto,V2,Focus
44616,2, Gasoline, Velocity Blue Metallic, Ebony, RWD,Manual,V3,Mustang
24998,83001, E85 Flex Fuel, Silver, Black, 4WD,Auto,V2,F-150
17999,33533, Hybrid, Lightning Blue, Gray, FWD,CVT,V2,Fusion Hybrid
21495,42930, Gasoline, Tuxedo Black Metallic, Ebony, AWD,Auto,V2,Edge
42300,48, Gasoline, Shadow Black, Black, 4WD,Auto,V2,F-150
4993,114347, Gasoline, Cd Silver Clearcoat Metallic, Charcoal, FWD,Auto,V2,Focus
38064,2, Gasoline, Shadow Black, Ebony Black, AWD,Auto,V3,Explorer
10845,33748, E85 Flex Fuel, Tuxedo Black, Black, Front Wheel Drive,Auto,V2,Focus
38506,37, Gasoline, Ingot Silver, Ebony Black, AWD,Auto,V3,Explorer
21999,32482, Hybrid, White Platinum Tri-Coat Metallic, Medium Soft Ceramic, FWD,CVT,V2,Fusion Hybrid
32056,10, E85 Flex Fuel, Oxford White, Dark Earth Gray, 4WD,Auto,V2,F-150
28440,2, Gasoline, Ruby Red Metallic Tinted Clearcoat, Charcoal Black, 4WD,Auto,V4,Escape
29900,5, Gasoline, Rich Copper, Ebony, FWD,Auto,V4,Fusion
14749,23291, Gasoline, Black, Charcoal Black, RWD,Auto,V3,Mustang
17000,25966, Gasoline, Ingot Silver, Ebony, FWD,Auto,V4,Fusion
50265,12, Gasoline, Ruby Red Metallic, Black, 4WD,Auto,V2,F-150
14041,3, Gasoline, Shadow Black, Charcoal Black, FWD,Auto,V4,Fiesta
17000,38318, Hybrid, Ingot Silver, Charcoal Black, FWD,CVT,V2,Fusion Energi
16498,58752, Gasoline, Oxford White, Medium Light Stone, FWD,Auto,V2,Edge
40182,348, Gasoline, Shadow Black, Ebony Black, 4WD,Auto,V2,Explorer
16430,58801, Gasoline, Black, Black, 4WD,Auto,V2,Escape
18980,1201, Gasoline, Ingot Silver, Ebony, FWD,Auto,V2,Fusion
25948,51586, Gasoline, Shadow Black, Ebony Black, 4WD,Auto,V2,Explorer
55995,24489, Gasoline, Shadow Black, Ebony, 4WD,Auto,V2,Expedition
16362,9, Gasoline, Ingot Silver Metallic, Charcoal Black, FWD,Auto,V2,Focus
20956,10, Gasoline, Smoke Metallic, Ebony Black, FWD,Auto,V3,EcoSport
31995,26203, E85 Flex Fuel, White, Gray, 2WD,Auto,V2,Transit-350
63236,3, Gasoline, Magnetic, Ebony, 4WD,Auto,V2,Expedition
9427,126505, Gasoline, Deep Impact Blue Metallic, Charcoal Black, FWD,Auto,V4,Fusion
26440,3, Gasoline, Moondust Silver Metallic, Ebony, 4WD,Auto,V2,EcoSport
17503,3, Gasoline, Magnetic Metallic, Black, FWD,Auto,V4,Fiesta
43252,10, Gasoline, White Platinum Metallic Tri-Coat, Ebony Black, AWD,Auto,V6,Explorer
10495,70075, Gasoline, Red Candy Tinted Metallic, Charcoal Black, FWD,Auto,V2,Taurus
