price,price2,miles,fuel type,exterior color,interior color,drivetrain,transmission,engine,VIN,name,seller_address,id,model_name
"$37,753",,5 miles, E85 Flex Fuel, Magnetic Metallic, Charcoal Black, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FMZK1YM8KKA20126,New 2019 Ford Transit-150 XL,"8301 75th St, Kenosha, WI 53142",754667014,Transit-150
"$16,995",,"101,138 miles", Gasoline, Green, Charcoal Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8F82DGB00069,Used 2013 Ford Explorer Limited,"600 2nd St W, Jordan, MN 55352",732708324,Explorer
"$21,919",,2 miles, Gasoline, Shadow Black, Ebony Black, 4WD, 6-Speed Automatic, I4, MAJ6P1UL7JC213971,New 2018 Ford EcoSport SE,"4201 S. 27th Street, Milwaukee, WI 53221",744650081,EcoSport
"$28,900",,"35,677 miles", Gasoline, Ingot Silver Metallic, Charcoal Black, AWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 2FMHK6D89HBA01296,Used 2017 Ford Flex Limited,"2020 8th St. South, Brookings, SD 57006",717632254,Flex
"$43,240",,4 miles, E85 Flex Fuel, Oxford White,,,,, 1FTRF3B61KEC98671,New 2019 Ford F-350 XL,"4725 S Robert Trail, Inver Grove Heights, MN 55077",756276443,F-350
"$44,210",,10 miles, Gasoline, Ingot Silver, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FM5K8GT4JGC33124,New 2018 Ford Explorer sport,"1800 N 100 Terrace, Kansas City, KS 66109",745350337,Explorer
"$66,937",,, Gasoline, Shadow Black - Black, Ebony Leather, Four Wheel Drive,, 3.5L V6 Turbocharged, 1FMJK2AT8JEA56237,New 2018 Ford Expedition Max Limited,"1202 US-54 BUS, Fulton, MO 65251",746395530,Expedition Max
"$57,000",,"13,843 miles", Gasoline, Shadow Black, Ebony, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJU2AT0JEA08466,Used 2018 Ford Expedition Limited,"9239 Metcalf Ave, Overland Park, KS 66212",746516656,Expedition
"$26,484",,215 miles, Gasoline, Oxford White, Dark Earth Gray, AWD, 6-Speed Automatic, 2.7L V6 24V GDI DOHC Twin Turbo, 3FA6P0VP5HR271228,Used 2017 Ford Fusion Sport,"212 E Delaware St, Dwight, IL 60420",739727385,Fusion
"$32,500",,"13,748 miles", E85 Flex Fuel, Ingot Silver Metallic, Pewter, RWD, 6-Speed Automatic, 3.7L V6 24V MPFI DOHC, 1FBAX2CM1HKA04296,Used 2017 Ford Transit-350 XL,"5402 High Crossing Blvd, Madison, WI 53718",756485426,Transit-350
"$43,500",,6 miles, Gasoline, Shadow Black, Medium Earth Gray, 4WD, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 1FTEW1EG6JKF76195,New 2018 Ford F-150 XLT,"935 W 23rd St, Lawrence, KS 66046",752534961,F-150
"$33,000",,"23,382 miles", Gasoline, Oxford White, Medium Earth Gray, 4WD, 6-Speed Automatic Electronic, EcoBoost 3.5L V6 GTDi DOHC 24V Twin Turbocharged, 1FTFW1EG6GKD10883,Used 2016 Ford F-150 XLT,"200 E Courtland St, Morton, IL 61550",752589480,F-150
"$30,441",,4 miles, E85 Flex Fuel, Shadow Black,, All Wheel Drive,, 3.5L V6, 1FAHP2H87JG138864,New 2018 Ford Taurus SEL/SHO,"8501 N Boardwalk Ave, Kansas City, MO 64154",748900270,Taurus
"$26,490",,10 miles, E85 Flex Fuel, Black,, AWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC Flexible Fuel, 1FAHP2H82JG108896,New 2018 Ford Taurus SEL,"800 Dundee Ave, East Dundee, IL 60118",740301223,Taurus
"$28,483",,, Gasoline, Ruby Red Metallic Tinted Clearcoat, Ebony Black, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1WL4JC217697,New 2018 Ford EcoSport Titanium,"6001 Washington Ave, Racine, WI 53406",744210821,EcoSport
"$38,460",,, Gasoline, Oxford White, Medium Earth Gray, 4WD, 10-Speed Automatic, 2.7L V6 24V PDI DOHC Twin Turbo, 1FTEW1EP6JKF76844,New 2018 Ford F-150 XL,"900 Bernadette Dr, Columbia, MO 65203",753202537,F-150
"$4,990",,"175,273 miles", Gasoline, Harvest Gold Metallic, Medium Parchment, 4WD," 4-Speed Electronic Automatic w/OD,", Gas V10 6.8L/415, 1FTNX21S11ED64588,Used 2001 Ford F-250 Lariat,"346 West Main Street, West Branch, IA 52358",740791049,F-250
"$21,753",,4 miles, Gasoline, Shadow Black, Ebony Black, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1CL6JC226356,New 2018 Ford EcoSport SES,"2500 North Ave., Melrose Park, IL 60160",751979460,EcoSport
"$34,999",,43 miles, Gasoline, Platinum Dune Metallic, Gray, FWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K7F89JGB67578,Used 2018 Ford Explorer Limited,"1046 SW US Highway 169, Gower, MO 64454",754159564,Explorer
"$14,900",,"110,000 miles", Gasoline, Yellow, gray vinyl, 4X4, auto, 6.2L 8 Cylinder Engine, 1FTRF3B63CEB62446,Used 2012 Ford F-350 XL,"2907 US-71, Exira, IA 50076",751183063,F-350
"$16,208",,13 miles, Gasoline, Shadow Black, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4BJ5KM104841,New 2019 Ford Fiesta SE,"1815 West Main Street, Salem, IL 62881",754953906,Fiesta
"$36,588",,"42,750 miles", E85 Flex Fuel, Black, Black, 4WD, 6-Speed Shiftable Automatic, 6.2L Flex Fuel V8 385hp 4, 1FT7X2B69FED63819,Certified 2015 Ford F-250 Lariat,"13900 Auto Mall Dr., Huntley, IL 60142",746382999,F-250
"$16,220",,5 miles, Gasoline, Shadow Black, Charcoal Black, FWD, 6-Speed Auto-Shift Manual w/OD, I-4 2.0L, 1FADP3F24JL287386,New 2018 Ford Focus SE,"2777 Snelling Ave N, Roseville, MN 55113",731690567,Focus
,,"114,104 miles", Gasoline, Whtie,,, Automatic,6, 1FTCR14XXVPA11487,Used 1997 Ford Ranger XLT SuperCab,"3625 Vermillion St, Hastings, MN 55033",756335528,Ranger
"$17,429",,5 miles, Gasoline, Magnetic Metallic, Charcoal Black, FWD, 6-Speed Auto-Shift Manual w/OD, Regular Unleaded I-4 2.0 L/122, 1FADP3H21JL239048,New 2018 Ford Focus SEL,"7301 Kingery Hwy, Willowbrook, IL 60527",723143296,Focus
"$73,218",,12 miles, Gasoline, White, Medium Soft Ceramic, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJU1MT8JEA56478,New 2018 Ford Expedition Platinum,"1330 301st Ave NE, Isanti, MN 55040",749513423,Expedition
"$26,950",,51 miles, Gasoline, Frozen White, Ebony, FWD, 8-Speed Automatic w/OD, Regular Unleaded I-4 2.0 L/122, NM0LS7E2XK1389783,New 2019 Ford Transit Connect XL,"18834 W Grand Ave, Lake Villa, IL 60046",745286236,Transit Connect
"$83,105",,, Gasoline, Agate Black, Ebony, 4WD, 10-Speed Automatic, 3.5L V6, 1FMJK1MT6KEA07741,New 2019 Ford Expedition Max Platinum,"9700 Lyndale Ave S, Minneapolis, MN 55420",755026851,Expedition Max
"$43,370",,, Gasoline, Ruby Red, Medium Earth Gray, 4WD, 10-Speed, EcoBoost 3.5L V6 GTDi DOHC 24V, 1FTEW1EG5JFB08385,New 2018 Ford F-150 XLT,"675 Dunn Rd, Hazelwood, MO 63042",736849295,F-150
"$20,995",,"28,996 miles", E85 Flex Fuel, Silver,, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC Flexible Fuel, 1FM5K8D89FGA86483,Used 2015 Ford Explorer XLT,"400 W Cornhusker Hwy, Lincoln, NE 68521",753017578,Explorer
"$2,999",,"125,752 miles", E85 Flex Fuel, White, Gray Leather,, Automatic, 4.6L V8, 2FAHP71V29X101031,Used 2009 Ford Crown Victoria Police Interceptor,"1506 W Jefferson St, Joliet, IL 60435",750803876,Crown Victoria
"$46,900",,"8,876 miles", E85 Flex Fuel, Champagne, TAN / BROWN, RWD, Automatic 6-Speed, 6.0L V8, 1GTW7FCG6F1227682,"Used 2015 GMC RWD 2500 135""","4240 NW 2nd St, Des Moines, IA 50313",747506988,Model Unknown
"$40,638",,7 miles, Gasoline, Oxford White, Ebony, RWD, 6-Speed Automatic w/OD, Twin Turbo Regular Unleaded V-6 3.5 L/213, 1FTYR2CG7KKA10870,New 2019 Ford Transit-250 Base,"16101 S. Lincoln Hwy, Plainfield, IL 60586",751305145,Transit-250
"$16,231",,2 miles, Gasoline, Lightning Blue Metallic, Charcoal Black, FWD, Automatic, 2.0L I4 16V GDI DOHC, 1FADP3F21JL216825,New 2018 Ford Focus SE,"18505 California St, Elkhorn, NE 68022",718484417,Focus
"$33,536",,4 miles, Gasoline, Oxford White, Pewter, RWD, 6-Speed Automatic w/OD, Twin Turbo Regular Unleaded V-6 3.5 L/213, 1FTYR2CG2JKA95115,New 2018 Ford Transit-250 Base,"7301 Kingery Hwy, Willowbrook, IL 60527",737010839,Transit-250
"$49,475",,13 miles, Gasoline, Ingot Silver,, AWD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 2FMHK6DTXJBA03049,New 2018 Ford Flex Limited w/EcoBoost,"105 S Wisconsin Av, Medford, WI 54451",711464077,Flex
"$14,600",,, Gasoline, Shadow Black, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4BJ8JM124838,New 2018 Ford Fiesta SE,"2727 W Clay St, Saint Charles, MO 63301",739945177,Fiesta
"$69,550",,3 miles, Gasoline, White, Ebony, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK2AT2KEA05463,New 2019 Ford Expedition Max Limited,"333 W Grand Ave, Bensenville, IL 60106",756338615,Expedition Max
"$68,370",,, Diesel, Ruby Red Metallic Tinted Clearcoat, Dark Marsala, 4WD, 10-Speed Automatic, 3.0L V6 24V DI DOHC Turbo Diesel, 1FTFW1E12JFD60708,New 2018 Ford F-150 Platinum,"1075 W Terra Ln, O Fallon, MO 63366",743032950,F-150
"$23,274",,"27,277 miles", Gasoline, Gray, Ebony, FWD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 2FMPK3J89GBC01415,Used 2016 Ford Edge SEL,"6345 N 28th St, Lincoln, NE 68504",740668440,Edge
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"19,128 miles", Diesel, White Gold Metallic, Camel, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT8W3BT9HEC95141,,,,
,,6 miles, Gasoline, Burgundy, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8F89JGC65970,,,,
,,3 miles, Gasoline, Silver,, FWD, 6-Speed Automatic, 1.0L I3 12V GDI DOHC Turbo, MAJ3P1RE2JC196574,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"$26,154",,10 miles, Gasoline, White Platinum Metallic Tri-Coat, Medium Light Stone, 4WD, Automatic,4, 1FMCU9GD2JUC19353,New 2018 Ford Escape SE,"3601 Singing Hills Blvd, Sioux City, IA 51106",744853883,Escape
"$44,810",,200 miles, Gasoline, Magnetic Metallic, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FM5K8GT6JGB41271,New 2018 Ford Explorer sport,"100 E Washington St, Millstadt, IL 62260",742173214,Explorer
"$42,045",,11 miles, Gasoline, Oxford White, Charcoal Black, RWD, 6-Speed Automatic w/OD, Regular Unleaded V-6 3.7 L/228, 1FTYR3XM7KKA14438,New 2019 Ford Transit-250 Base,"1010 S. Military Ave, Green Bay, WI 54304",750851197,Transit-250
"$40,929",,144 miles, Gasoline, Shadow Black, Ebony Black, AWD, Shiftable Automatic, 6 Cylinder, 1FM5K8D8XJGC14383,New 2018 Ford Explorer XLT,"660 Hokah St, Minong, WI 54859",752971923,Explorer
"$64,527",,3 miles, Diesel, Blue Jeans Metallic, Black, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT7W2BT9KEC81866,New 2019 Ford F-250 Lariat,"2303 W. Beltline Highway, Madison, WI 53713",750949149,F-250
"$28,880",,99 miles, Gasoline, White, Ebony, FWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 3FA6P0H90JR180855,New 2018 Ford Fusion SE,"251 Spruce Avenue, Niobrara, NE 68760",721790403,Fusion
"$46,700",,5 miles, Gasoline, Red,, 4WD, Automatic, 2.7L V6 24V PDI DOHC Twin Turbo, 1FTEW1EP4KKC02976,New 2019 Ford F-150 XL,"2546 U.S. 30, Blair, NE 68008",755378756,F-150
"$17,424",,"15,946 miles", Gasoline, Lightning Blue, Ebony, FWD, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 3FA6P0H72HR212956,Certified 2017 Ford Fusion SE,"3021 W Washington St, West Bend, WI 53095",754105329,Fusion
"$5,999",,"131,447 miles", Gasoline, Red, Gray,, Automatic, 3.5L V6 Cylinder Engine, 2FMDK36C99BA41765,Used 2009 Ford Edge SE,"1506 W Jefferson St, Joliet, IL 60435",750208081,Edge
"$67,340",,, E85 Flex Fuel, Onyx Black, INTERIOR TRIM,," TRANSMISSION, 10-SPEED AUTOMATIC",, 1GTU9FEL2KZ124508,New 2019 GMC Sierra Short Box Crew 1500 4WD,"4301 68th Ave N, Brooklyn Center, MN 55429",754507047,Model Unknown
"$46,970",,3 miles, Gasoline, Shadow Black, Tan, RWD, 6-Speed Manual, 5.0L V8 32V PDI DOHC, 1FATP8FF3J5180586,New 2018 Ford Mustang GT Premium,"2500 Wildcat Dr, Lincoln, NE 68521",738885753,Mustang
"$42,565",,7 miles, Gasoline, Oxford White, Pewter, RWD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FTYR2XG9KKA22853,New 2019 Ford Transit-250 Base,"333 W Grand Ave, Bensenville, IL 60106",756238414,Transit-250
"$14,705",,5 miles, Gasoline, Shadow Black, Charcoal Black, FWD, 6-Speed Automatic with Auto-Shift, 1.6L I4 16V MPFI DOHC, 3FADP4EJ4JM138750,New 2018 Ford Fiesta SE,"2414 North Central Ave., Marshfield, WI 54449",749934354,Fiesta
"$57,129",,5 miles, Gasoline, Ruby Red Metallic Tinted Clearcoat, Black, 4WD, 10-Speed Automatic, 3.5L V6 24V PDI DOHC Twin Turbo, 1FTEW1EGXJFD81502,New 2018 Ford F-150 Platinum,"2600 Rt. 34 East, Sandwich, IL 60548",744931347,F-150
"$17,230",,"48,425 miles", Gasoline, Sunset Metallic, Charcoal Black, FWD, Automatic, 2.0 L, 2FMDK3J98EBB75429,Used 2014 Ford Edge SEL,"1910 W Jesse James Rd, Excelsior Springs, MO 64024",751546035,Edge
"$17,023",,5 miles, Gasoline, Lightning Blue, Charcoal Black, FWD, 6-Speed Automatic, EcoBoost 1.0L I3 GTDi DOHC Turbocharged VCT, 1FADP3FE4JL300759,New 2018 Ford Focus SE,"1940 E Main St, Waukesha, WI 53186",733301336,Focus
"$26,330",,"48,537 miles", Gasoline, White, Black, 4WD, 6-Speed Automatic w/OD, Twin Turbo Regular Unleaded V-6 3.5 L/213, 1FMJU1JT2HEA73730,Used 2017 Ford Expedition XLT,"ONLINE ONLY - No Retail Location, Minneapolis, MN 55404",756367693,Expedition
"$71,380",,"8,698 miles", Diesel, White Platinum Tri-Coat Metallic, Black, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT7W2BTXJEC54349,New 2018 Ford F-250 Platinum,"2303 W. Beltline Highway, Madison, WI 53713",735599221,F-250
"$50,870",,20 miles, Gasoline, Ruby Red Metallic Tinted Clearcoat, Medium Stone, 4WD, 10-Speed Automatic, 3.5L V6, 1FMJU1JT0JEA34043,New 2018 Ford Expedition XLT,"675 Dunn Rd, Hazelwood, MO 63042",734222688,Expedition
"$25,995",,"132,126 miles", Gasoline, Charcoal, Black, 4WD, Automatic, 2.7L V6 DOHC 24V, 1FTEW1EP2GFA55668,Used 2016 Ford F-150 Lariat,"207 S Lake St, Aurora, IL 60506",756236559,F-150
,,"294,186 miles", Gasoline, Redfire Metallic, Shale, FWD, Automatic CVT, 3.0L V6 24V MPFI DOHC, 1FAFP23156G154697,Used 2006 Ford Five Hundred SE,"822 Broadway St, Berlin, WI 54923",750592094,Five Hundred
"$26,178",,10 miles, E85 Flex Fuel, Ingot Silver, Charcoal Black, FWD, 6-Speed Automatic, 3.5L V6 Ti-VCT, 1FAHP2E81JG132725,New 2018 Ford Taurus SEL,"561 Theater Rd, Onalaska, WI 54650",740604663,Taurus
"$12,510",,"30,029 miles", Gasoline, Gray, Charcoal Black, FWD, 6-Speed Automatic with Powershift, 2.0L 4-Cylinder DGI DOHC, 1FADP3F29FL323290,Used 2015 Ford Focus SE,"5540 Auto Ct, Matteson, IL 60443",747840842,Focus
"$22,695",,10 miles, Gasoline, Diamond White, Ebony Black, FWD, 6-Speed Automatic, 1.0L I3 12V GDI DOHC Turbo, MAJ3P1TE5JC159172,New 2018 Ford EcoSport SE,"900 Bernadette Dr, Columbia, MO 65203",749967609,EcoSport
"$2,340",,"109,032 miles", E85 Flex Fuel, Silver,, FWD, 4-Speed Automatic, 3.0L V6 12V MPFI OHV Flexible Fuel, 1FAFP5529YG167527,Used 2000 Ford Taurus SES,"1019 U.S. 30, Carroll, IA 51401",753911612,Taurus
"$37,618",,1 miles, Gasoline, Ingot Silver, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8D86JGC24196,New 2018 Ford Explorer XLT,"21315 Central Ave, Matteson, IL 60443",743631178,Explorer
"$34,030",,"5,090 miles", Gasoline, White, Black, AWD, 6-Speed Automatic w/OD, Twin Turbo Premium Unleaded V-6 2.7 L/164, 2FMPK4AP0HBB02156,Used 2017 Ford Edge Sport,"ONLINE ONLY - No Retail Location, Minneapolis, MN 55404",752590701,Edge
"$20,995",,"17,586 miles", Gasoline, Moondust Silver Metallic, Black, 4WD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC, MAJ6P1CL7JC188751,Used 2018 Ford EcoSport SES,"2052 Us Hwy 30, Valparaiso, IN 46385",752629002,EcoSport
"$29,686",,6 miles, Gasoline, Magnetic, Ebony Black, FWD, 6-Speed Automatic, 3.5L V6 Ti-VCT, 1FM5K7D88JGC85981,New 2018 Ford Explorer XLT,"2245 SW Topeka Blvd, Topeka, KS 66611",751350172,Explorer
"$65,945",,4 miles, Diesel, Oxford White, Medium Light Camel, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT7W2BT4KED11100,New 2019 Ford F-250 Lariat,"1845 E. Santa Fe, Olathe, KS 66062",753856636,F-250
"$12,295",,"40,348 miles", Gasoline, Oxford White, Charcoal Black, FWD, Automatic, 2.0L I4 16V GDI DOHC, 1FADP3F28HL247516,Used 2017 Ford Focus SE,"501 Auto Mall Dr, O Fallon, MO 63368",749725951,Focus
"$47,800",,, Gasoline, White Platinum Metallic Tri-Coat, Ebony Black w/Red Accent, 4WD, Automatic, 3.5 L, 1FM5K8GT6JGA13905,New 2018 Ford Explorer Sport,"3450 S 9th St, Salina, KS 67401",726421750,Explorer
"$14,749",,"23,291 miles", Gasoline, Black, Charcoal Black, RWD, Automatic, 3.7L V6, 1ZVBP8AM7E5294704,Used 2014 Ford Mustang V6,"9901 Central Ave NE, Blaine, MN 55434",753178019,Mustang
"$13,250",,"3,398 miles", Gasoline, Ingot Silver Metallic, Charcoal Black, Front Wheel Drive, Automatic,, 3FADP4EJ1JM119735,Used 2018 Ford Fiesta SE,"2150 Ogden Ave, Downers Grove, IL 60515",751807604,Fiesta
"$21,105",,5 miles, Gasoline, Magnetic, Ebony, FWD, 6-Speed Automatic, EcoBoost 1.5L I4 GTDi DOHC Turbocharged VCT, 3FA6P0HD3JR265922,New 2018 Ford Fusion SE,"W4873 Cty Hwy RR, Random Lake, WI 53075",748165360,Fusion
"$13,988",,"55,669 miles", Hybrid, Oxford White, Medium Light Stone, FWD, 1-Speed Continuously Variable Ratio, Gas/Electric I4 2.0L/122, 1FADP5BU0DL546575,Used 2013 Ford C-Max Hybrid SEL,"713 Missouri 291, Lee's Summit, MO 64063",748745213,C-Max Hybrid
"$15,600",,"43,047 miles", Gasoline, White, Medium Light Stone, 4WD, 6-Speed Automatic, EcoBoost 1.6L I4 GTDi DOHC Turbocharged VCT, 1FMCU9GX9GUC26397,Used 2016 Ford Escape SE,"1011 34th Ave, Council Bluffs, IA 51501",747715001,Escape
"$6,994",,"186,912 miles", E85 Flex Fuel, Blue, Black, 4WD, 4-Speed Automatic, 5.4L V8 24V MPFI SOHC Flexible Fuel, 1FTPX14V27FA27570,Used 2007 Ford F-150 XLT SuperCab,"6345 N 28th St, Lincoln, NE 68504",755596381,F-150
"$28,508",,4 miles, Gasoline, Oxford White, Medium Stone, FWD, 6-Speed Automatic, 2.3L I4 16V GDI DOHC Turbo, 1FM5K7BH0JGB16105,New 2018 Ford Explorer Base,"104 Route 173, Antioch, IL 60002",752029274,Explorer
"$10,995",,"79,529 miles", Gasoline, Satin Silver Clearcoat,, RWD, 5-Speed Manual, 4.0L V6 12V MPFI SOHC, 1ZVFT84N475359383,Used 2007 Ford Mustang Deluxe,"650 S Main St, Clintonville, WI 54929",737111828,Mustang
"$53,888",,"3,000 miles", Gasoline, Blue, Gray, RWD, Automatic, V6 3.5L Turbocharger, 1FTNR1CG1FKB33633,Used 2015 Ford Transit-250 Base,"18956 480th St, Zumbrota, MN 55992",740500639,Transit-250
"$26,598",,"18,518 miles", Gasoline, Red, Charcoal Black, RWD, 6-Speed Manual, 5.0L V8 32V MPFI DOHC, 1ZVBP8CFXE5325751,Used 2014 Ford Mustang GT Premium,"2570 E Sumner St, Hartford, WI 53027",744951123,Mustang
"$32,330",,, Gasoline, Blue, Ebony, AWD, 6-Speed Automatic, EcoBoost 2.0L I4 GTDi DOHC Turbocharged VCT, 2FMPK4J98JBC44441,New 2018 Ford Edge SEL,"10401 Woodcrest Dr NW, Minneapolis, MN 55433",741746052,Edge
"$53,210",,345 miles, Gasoline, Magnetic, Ebony, 4WD, 6-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FM5K8GT5JGB31346,New 2018 Ford Explorer sport,"6455 S 108th St, Franklin, WI 53132",733587581,Explorer
"$62,600",,"19,128 miles", Diesel, White Gold Metallic, Camel, 4WD, 6-Speed Automatic, 6.7L V8 32V DDI OHV Turbo Diesel, 1FT8W3BT9HEC95141,Used 2017 Ford F-350 Lariat Super Duty,"8100 W 159th St, Orland Park, IL 60462",749396225,F-350
"$49,786",,6 miles, Gasoline, Burgundy, Ebony Black, 4WD, 6-Speed Automatic, 3.5L V6 24V MPFI DOHC, 1FM5K8F89JGC65970,New 2018 Ford Explorer Limited,"303 Center St, Durand, IL 61024",748813916,Explorer
"$20,800",,3 miles, Gasoline, Silver,, FWD, 6-Speed Automatic, 1.0L I3 12V GDI DOHC Turbo, MAJ3P1RE2JC196574,New 2018 Ford EcoSport S,"1312 N Keller Dr, Effingham, IL 62401",739765736,EcoSport
"$16,000",,"34,116 miles", Hybrid, White Platinum Tri-Coat Metallic, Medium Light Stone, FWD, Automatic CVT, 2.0L I4 16V MPFI DOHC Hybrid, 3FA6P0LU2HR317493,Used 2017 Ford Fusion Hybrid SE,"9239 Metcalf Ave, Overland Park, KS 66212",745161997,Fusion Hybrid
"$51,383",,"5,965 miles", Gasoline, Blue Jeans Metallic, Black, 4WD, 10-Speed Automatic, 5.0L V8 32V PDI DOHC, 1FTEW1E55JKD67951,New 2018 Ford F-150 Lariat,"3465 Progress Pkwy, Granite City, IL 62040",729231207,F-150
"$64,020",,12 miles, Gasoline, Oxford White, Black, 4WD, 6-Speed Automatic w/OD, Regular Unleaded V-8 6.2 L/379, 1FT7W2B63KEC23388,New 2019 Ford F-250 Lariat,"29906 E. US Hwy 24, Buckner, MO 64016",751069921,F-250
"$40,470",,, Gasoline, Shadow Black, Ebony, AWD, 6-Speed Automatic w/OD, Regular Unleaded V-6 3.5 L/213, 2FMPK4J84JBB72614,New 2018 Ford Edge SEL,"2455 Hwy 33, Crete, NE 68333",727817723,Edge
"$29,531",,12 miles, Gasoline, Ingot Silver, Medium Stone, AWD, 6-Speed Automatic, 3.5L V6 Ti-VCT, 1FM5K8B8XJGC71881,New 2018 Ford Explorer Base,"561 Theater Rd, Onalaska, WI 54650",747756457,Explorer
"$13,184",,"27,789 miles", Gasoline, Guard, Charcoal Black, FWD, 6-Speed Automatic, 2.5L I4 16V MPFI DOHC, 3FA6P0H78FR251144,Used 2015 Ford Fusion SE,"901 S Illinois St, Belleville, IL 62220",753339972,Fusion
"$19,442",,10 miles, E85 Flex Fuel, Ingot Silver, Charcoal Black, FWD, 6-Speed Automatic, 2.5L iVCT, 1FMCU0F74JUD55491,New 2018 Ford Escape S,"2100 Harlem Ave, North Riverside, IL 60546",744883769,Escape
"$41,270",,8 miles, Gasoline, Magnetic Metallic, Ebony, AWD, Automatic, 3.5 L, 2FMPK4J83JBB23985,New 2018 Ford Edge SEL,"555 W Meadows Dr, Freeport, IL 61032",752053527,Edge
"$13,963",,"19,431 miles", E85 Flex Fuel, Shadow Black,, FWD,, 2.0L I4 16V GDI DOHC Flexible Fuel, 1FADP3K21GL317801,Used 2016 Ford Focus SE,"2939 16th Ave SW, Cedar Rapids, IA 52404",743400984,Focus
"$36,176",,5 miles, Gasoline, Arc White, Very Dark Pewter, RWD, 6-Speed Automatic, Gas V8 6.0L/365, 54DCDW1B9JS807204,New 2018 Chevrolet,"15110 Manchester Rd, Ballwin, MO 63011",747568143,Model Unknown
"$30,990",,"10,466 miles", Gasoline, Blue,, AWD, 6-Speed Automatic w/OD, Regular Unleaded V-6 3.5 L/213, 2FMHK6C8XJBA07972,Used 2018 Ford Flex SEL,"500 Fairlane Dr, East Peoria, IL 61611",749316000,Flex
"$17,241",,6 miles, Gasoline, Shadow Black, Charcoal Black, FWD, 6-Speed Auto-Shift Manual w/OD, Regular Unleaded I-4 2.0 L/122, 1FADP3K23JL260329,New 2018 Ford Focus SE,"1493 Co Rd E East, White Bear Lake, MN 55110",727633152,Focus
"$24,500",,"23,463 miles", Gasoline, Bronze Fire Metallic Tinted Clearcoat, Ebony, AWD, 6-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, 2FMTK4J93FBC03124,Certified 2015 Ford Edge SEL,"7520 Century Ave, Middleton, WI 53562",751162812,Edge
"$70,001",,417 miles, Diesel, Black, Black / Dark Marsala, 4WD, 6-Speed Automatic, Power Stroke 6.7L V8 DI 32V OHV Turbodiesel, 1FT8W3BT6KEC49564,New 2019 Ford F-350 XL,"10401 Woodcrest Dr NW, Minneapolis, MN 55433",752047044,F-350
"$19,230",,"50,661 miles", Gasoline, Gray, Black, RWD, 6-Speed Automatic w/OD, Intercooled Turbo Premium Unleaded I-4 2.3 L/140, 1FA6P8TH6G5260167,Used 2016 Ford Mustang EcoBoost Premium 2dr Fastback,"ONLINE ONLY - No Retail Location, Kansas City, MO 64102",753427817,Mustang
"$85,355",,, Gasoline, White Platinum, Ebony, 4WD, 10-Speed Automatic, 3.5L V6 24V GDI DOHC Twin Turbo, 1FMJK1MT0KEA07119,New 2019 Ford Expedition Max Platinum,"3233 183rd St, Homewood, IL 60430",756013668,Expedition Max
